hour,price,hour,value,gasUsed
2023-03-01 15:00:00.000 UTC,1658.94,2023-03-01 15:00:00.000 UTC,5365.616271706222,1.200579614e+09
2023-04-30 23:00:00.000 UTC,1895.05,2023-04-30 23:00:00.000 UTC,3958.9528446409367,1.802181659e+09
2023-04-21 00:00:00.000 UTC,1956.98,2023-04-21 00:00:00.000 UTC,4447.031510311638,1.502826588e+09
2023-01-20 21:00:00.000 UTC,1640.66,2023-01-20 21:00:00.000 UTC,9815.57103404204,1.368643313e+09
2023-08-04 11:00:00.000 UTC,1834.54,2023-08-04 11:00:00.000 UTC,3253.387007367366,1.624914587e+09
2023-04-15 12:00:00.000 UTC,2106.6,2023-04-15 12:00:00.000 UTC,2407.501651234815,1.325520089e+09
2023-08-03 09:00:00.000 UTC,1834.3,2023-08-03 09:00:00.000 UTC,5709.835338644431,1.440397404e+09
2023-08-10 12:00:00.000 UTC,1856.27,2023-08-10 12:00:00.000 UTC,2946.285223874909,1.531696474e+09
2023-07-20 21:00:00.000 UTC,1895.89,2023-07-20 21:00:00.000 UTC,5048.886095747531,1.720548735e+09
2023-07-25 22:00:00.000 UTC,1863.69,2023-07-25 22:00:00.000 UTC,3242.982098966513,1.707494292e+09
2023-09-15 13:00:00.000 UTC,1624.82,2023-09-15 13:00:00.000 UTC,3733.208854786591,1.440172043e+09
2023-02-20 22:00:00.000 UTC,1705.93,2023-02-20 22:00:00.000 UTC,2546.0948682806156,1.669211734e+09
2023-03-04 08:00:00.000 UTC,1571.82,2023-03-04 08:00:00.000 UTC,4289.898131838387,1.518908645e+09
2023-08-28 15:00:00.000 UTC,1652.37,2023-08-28 15:00:00.000 UTC,3058.035916010665,1.57035497e+09
2023-03-05 19:00:00.000 UTC,1572.26,2023-03-05 19:00:00.000 UTC,1638.7508058427677,2.217379773e+09
2023-04-05 08:00:00.000 UTC,1909.81,2023-04-05 08:00:00.000 UTC,4850.954884562134,1.372504288e+09
2023-06-04 13:00:00.000 UTC,1909.11,2023-06-04 13:00:00.000 UTC,2936.0311806971717,1.648080463e+09
2023-06-10 22:00:00.000 UTC,1758.8,2023-06-10 22:00:00.000 UTC,19026.720073663888,1.115807566e+09
2023-03-21 03:00:00.000 UTC,1754.8,2023-03-21 03:00:00.000 UTC,7314.850410581146,1.422530859e+09
2023-07-03 14:00:00.000 UTC,1968.31,2023-07-03 14:00:00.000 UTC,6048.167578707396,1.601489153e+09
2023-06-01 23:00:00.000 UTC,1869.87,2023-06-01 23:00:00.000 UTC,4346.586907634241,1.867584125e+09
2023-08-09 18:00:00.000 UTC,1852.32,2023-08-09 18:00:00.000 UTC,3042.3396329249695,1.669975199e+09
2023-06-19 23:00:00.000 UTC,1736.39,2023-06-19 23:00:00.000 UTC,3066.9492407328853,1.439680076e+09
2023-03-28 00:00:00.000 UTC,1718.09,2023-03-28 00:00:00.000 UTC,4731.236591032635,1.432193278e+09
2023-06-02 05:00:00.000 UTC,1895.14,2023-06-02 05:00:00.000 UTC,4849.90746248735,1.563443285e+09
2023-01-25 22:00:00.000 UTC,1626.67,2023-01-25 22:00:00.000 UTC,12966.097849970061,1.430301962e+09
2023-07-09 11:00:00.000 UTC,1870.87,2023-07-09 11:00:00.000 UTC,1465.3544162093674,1.62642731e+09
2023-07-07 18:00:00.000 UTC,1868.97,2023-07-07 18:00:00.000 UTC,4562.240751841999,1.822520834e+09
2023-08-11 23:00:00.000 UTC,1847.96,2023-08-11 23:00:00.000 UTC,3078.0009253331464,1.646523969e+09
2023-07-10 23:00:00.000 UTC,1881.79,2023-07-10 23:00:00.000 UTC,6588.295974917991,1.78505448e+09
2023-04-24 11:00:00.000 UTC,1855.62,2023-04-24 11:00:00.000 UTC,8617.433457370866,1.33433468e+09
2023-02-06 16:00:00.000 UTC,1654.12,2023-02-06 16:00:00.000 UTC,7439.080737218749,1.510506869e+09
2023-05-21 05:00:00.000 UTC,1820.1,2023-05-21 05:00:00.000 UTC,3538.2910244381974,1.547028562e+09
2023-05-10 15:00:00.000 UTC,1879.5,2023-05-10 15:00:00.000 UTC,27854.971370742285,1.898329159e+09
2023-03-18 16:00:00.000 UTC,1798.29,2023-03-18 16:00:00.000 UTC,11972.072710013974,1.299514829e+09
2023-07-09 02:00:00.000 UTC,1872.35,2023-07-09 02:00:00.000 UTC,2424.3836527045046,1.528952258e+09
2023-08-19 04:00:00.000 UTC,1663.67,2023-08-19 04:00:00.000 UTC,1953.2326139506247,1.55511421e+09
2023-03-11 20:00:00.000 UTC,1481.55,2023-03-11 20:00:00.000 UTC,11811.662584658101,1.033439049e+09
2023-09-05 11:00:00.000 UTC,1634.67,2023-09-05 11:00:00.000 UTC,2203.321779781764,1.464119481e+09
2023-08-02 06:00:00.000 UTC,1862.96,2023-08-02 06:00:00.000 UTC,2580.7014186774977,1.921195602e+09
2023-03-28 06:00:00.000 UTC,1733.15,2023-03-28 06:00:00.000 UTC,4036.9055683706074,1.481554657e+09
2023-04-05 23:00:00.000 UTC,1912.87,2023-04-05 23:00:00.000 UTC,3696.4561047246075,1.717977162e+09
2023-05-31 00:00:00.000 UTC,1905.04,2023-05-31 00:00:00.000 UTC,7701.874760789895,1.812242445e+09
2023-04-24 20:00:00.000 UTC,1843.29,2023-04-24 20:00:00.000 UTC,4031.210526559591,1.590340845e+09
2023-06-07 11:00:00.000 UTC,1869.2,2023-06-07 11:00:00.000 UTC,3668.621026684781,1.492874644e+09
2023-04-26 21:00:00.000 UTC,1859.22,2023-04-26 21:00:00.000 UTC,8286.951853191431,1.622555313e+09
2023-01-25 08:00:00.000 UTC,1558.18,2023-01-25 08:00:00.000 UTC,3561.606777213676,1.0520792e+09
2023-06-22 17:00:00.000 UTC,1888.2,2023-06-22 17:00:00.000 UTC,12884.055822110591,1.75231591e+09
2023-06-26 05:00:00.000 UTC,1880.91,2023-06-26 05:00:00.000 UTC,2713.405846933189,1.177808685e+09
2023-05-13 20:00:00.000 UTC,1801.98,2023-05-13 20:00:00.000 UTC,1488.3438101453498,1.611220417e+09
2023-08-27 10:00:00.000 UTC,1652.47,2023-08-27 10:00:00.000 UTC,1561.2463014006755,2.048507506e+09
2023-04-29 06:00:00.000 UTC,1904.28,2023-04-29 06:00:00.000 UTC,1980.01585954018,1.446427964e+09
2023-07-11 20:00:00.000 UTC,1877.9,2023-07-11 20:00:00.000 UTC,5129.473461245855,1.744030781e+09
2023-02-28 09:00:00.000 UTC,1625.23,2023-02-28 09:00:00.000 UTC,5556.164221633887,1.337284603e+09
2023-02-04 03:00:00.000 UTC,1657.8,2023-02-04 03:00:00.000 UTC,2393.3171526497217,1.519721885e+09
2023-02-12 00:00:00.000 UTC,1537.24,2023-02-12 00:00:00.000 UTC,2161.180670992061,1.5011034e+09
2023-07-04 02:00:00.000 UTC,1956.54,2023-07-04 02:00:00.000 UTC,2931.0072149676407,1.409380819e+09
2023-07-26 10:00:00.000 UTC,1854.32,2023-07-26 10:00:00.000 UTC,10682.416965517012,1.493099031e+09
2023-08-25 17:00:00.000 UTC,1647.21,2023-08-25 17:00:00.000 UTC,4454.426363969882,1.697474585e+09
2023-02-21 00:00:00.000 UTC,1710.73,2023-02-21 00:00:00.000 UTC,2236.789891510789,1.419935896e+09
2023-03-18 21:00:00.000 UTC,1797.39,2023-03-18 21:00:00.000 UTC,5527.058188710739,1.437471919e+09
2023-04-05 07:00:00.000 UTC,1909.59,2023-04-05 07:00:00.000 UTC,3847.3752130487296,1.453657225e+09
2023-07-26 19:00:00.000 UTC,1875.89,2023-07-26 19:00:00.000 UTC,12129.602545980508,1.61035196e+09
2023-06-16 14:00:00.000 UTC,1665.73,2023-06-16 14:00:00.000 UTC,4442.618727981442,1.656974474e+09
2023-05-12 23:00:00.000 UTC,1810.97,2023-05-12 23:00:00.000 UTC,7886.722941632421,1.889723215e+09
2023-05-16 22:00:00.000 UTC,1829.44,2023-05-16 22:00:00.000 UTC,8526.276856916942,1.583119561e+09
2023-05-01 16:00:00.000 UTC,1837.03,2023-05-01 16:00:00.000 UTC,6570.058789116448,1.848026298e+09
2023-07-09 23:00:00.000 UTC,1868.6,2023-07-09 23:00:00.000 UTC,2380.841897793163,1.546607346e+09
2023-06-01 14:00:00.000 UTC,1865.63,2023-06-01 14:00:00.000 UTC,9232.165043607454,1.720212665e+09
2023-05-22 13:00:00.000 UTC,1826.8,2023-05-22 13:00:00.000 UTC,6611.373837710992,1.603241048e+09
2023-08-14 15:00:00.000 UTC,1855.34,2023-08-14 15:00:00.000 UTC,4910.115300559015,1.561980761e+09
2023-08-15 18:00:00.000 UTC,1841.92,2023-08-15 18:00:00.000 UTC,2389.4551543131784,1.584944866e+09
2023-03-07 14:00:00.000 UTC,1566.71,2023-03-07 14:00:00.000 UTC,5987.928113713905,1.350949735e+09
2023-07-07 13:00:00.000 UTC,1870.52,2023-07-07 13:00:00.000 UTC,2510.980827864863,1.592686349e+09
2023-01-13 10:00:00.000 UTC,1416.12,2023-01-13 10:00:00.000 UTC,6919.67109486901,1.146246097e+09
2023-04-29 18:00:00.000 UTC,1900.88,2023-04-29 18:00:00.000 UTC,2127.7088036156724,1.737170206e+09
2023-02-10 06:00:00.000 UTC,1550.39,2023-02-10 06:00:00.000 UTC,5376.68346628511,1.327462512e+09
2023-07-17 08:00:00.000 UTC,1932.92,2023-07-17 08:00:00.000 UTC,3633.334175000675,1.552412856e+09
2023-09-07 19:00:00.000 UTC,1636.86,2023-09-07 19:00:00.000 UTC,1680.5843772476971,1.519784312e+09
2023-09-06 23:00:00.000 UTC,1634.48,2023-09-06 23:00:00.000 UTC,1782.3260289932539,1.406520973e+09
2023-04-01 10:00:00.000 UTC,1827.54,2023-04-01 10:00:00.000 UTC,4172.342693513231,1.533455863e+09
2023-03-19 00:00:00.000 UTC,1781.05,2023-03-19 00:00:00.000 UTC,5329.183844773497,1.749051022e+09
2023-02-08 22:00:00.000 UTC,1653.87,2023-02-08 22:00:00.000 UTC,5710.532112078876,1.677665367e+09
2023-04-24 03:00:00.000 UTC,1871.04,2023-04-24 03:00:00.000 UTC,2357.0177338174626,1.384335424e+09
2023-05-09 13:00:00.000 UTC,1854.79,2023-05-09 13:00:00.000 UTC,4439.742243774958,2.010836367e+09
2023-07-20 19:00:00.000 UTC,1887.97,2023-07-20 19:00:00.000 UTC,3617.530046046678,1.685563607e+09
2023-03-07 05:00:00.000 UTC,1575.63,2023-03-07 05:00:00.000 UTC,1775.352995491664,1.56579475e+09
2023-02-22 13:00:00.000 UTC,1648.06,2023-02-22 13:00:00.000 UTC,3207.246886735267,1.392801654e+09
2023-08-23 06:00:00.000 UTC,1647.37,2023-08-23 06:00:00.000 UTC,3755.194617968121,1.504180861e+09
2023-07-26 01:00:00.000 UTC,1856.79,2023-07-26 01:00:00.000 UTC,2352.872908888582,1.436039002e+09
2023-01-14 07:00:00.000 UTC,1555.46,2023-01-14 07:00:00.000 UTC,6143.637093915322,1.25420698e+09
2023-04-16 21:00:00.000 UTC,2127.06,2023-04-16 21:00:00.000 UTC,2290.5954785753484,2.145131505e+09
2023-06-16 11:00:00.000 UTC,1671.06,2023-06-16 11:00:00.000 UTC,3640.240259173154,1.523856139e+09
2023-05-25 05:00:00.000 UTC,1784.27,2023-05-25 05:00:00.000 UTC,6217.723611011063,1.681304694e+09
2023-04-21 21:00:00.000 UTC,1850.22,2023-04-21 21:00:00.000 UTC,6094.667261506735,1.516906358e+09
2023-03-31 18:00:00.000 UTC,1826.78,2023-03-31 18:00:00.000 UTC,13839.747737905765,1.702293434e+09
2023-07-07 07:00:00.000 UTC,1858.2,2023-07-07 07:00:00.000 UTC,2940.122746093292,1.680237676e+09
2023-09-09 09:00:00.000 UTC,1635.38,2023-09-09 09:00:00.000 UTC,1343.3539966146673,1.279467241e+09
2023-01-30 20:00:00.000 UTC,1555.32,2023-01-30 20:00:00.000 UTC,24178.995566269215,1.54817426e+09
2023-07-30 08:00:00.000 UTC,1879.26,2023-07-30 08:00:00.000 UTC,3581.1093726342538,1.615516157e+09
2023-06-28 08:00:00.000 UTC,1858.12,2023-06-28 08:00:00.000 UTC,17906.020483794106,1.400761365e+09
2023-04-07 01:00:00.000 UTC,1881.31,2023-04-07 01:00:00.000 UTC,2259.2749527184205,1.439996884e+09
2023-07-01 10:00:00.000 UTC,1924.18,2023-07-01 10:00:00.000 UTC,2264.5501249943068,1.388295567e+09
2023-05-10 21:00:00.000 UTC,1862.11,2023-05-10 21:00:00.000 UTC,9640.82975089885,1.988479194e+09
2023-02-13 02:00:00.000 UTC,1511.59,2023-02-13 02:00:00.000 UTC,3383.428416603198,1.225148732e+09
2023-03-22 03:00:00.000 UTC,1807.49,2023-03-22 03:00:00.000 UTC,8042.315392819188,1.880764683e+09
2023-08-15 09:00:00.000 UTC,1843.15,2023-08-15 09:00:00.000 UTC,3843.7277572052403,1.560448355e+09
2023-01-17 07:00:00.000 UTC,1567.98,2023-01-17 07:00:00.000 UTC,4976.392626496416,1.076663834e+09
2023-03-05 04:00:00.000 UTC,1573.25,2023-03-05 04:00:00.000 UTC,1250.71466263589,2.155375472e+09
2023-02-12 20:00:00.000 UTC,1539.82,2023-02-12 20:00:00.000 UTC,1427.6613956655244,1.712335897e+09
2023-05-27 05:00:00.000 UTC,1838.26,2023-05-27 05:00:00.000 UTC,1986.229652114398,1.790632909e+09
2023-05-26 23:00:00.000 UTC,1831.46,2023-05-26 23:00:00.000 UTC,2047.5170896167579,1.848045488e+09
2023-07-31 08:00:00.000 UTC,1870.01,2023-07-31 08:00:00.000 UTC,13167.461560171987,1.453762912e+09
2023-04-17 00:00:00.000 UTC,2120.47,2023-04-17 00:00:00.000 UTC,2480.4057405003864,1.327199572e+09
2023-05-15 15:00:00.000 UTC,1831.68,2023-05-15 15:00:00.000 UTC,11151.096308040242,1.895452171e+09
2023-03-27 03:00:00.000 UTC,1768.72,2023-03-27 03:00:00.000 UTC,3678.811252195466,1.720847201e+09
2023-05-16 12:00:00.000 UTC,1822.67,2023-05-16 12:00:00.000 UTC,3093.624884084865,1.683331175e+09
2023-02-09 21:00:00.000 UTC,1580.31,2023-02-09 21:00:00.000 UTC,13751.278387910084,1.247207359e+09
2023-05-10 19:00:00.000 UTC,1855.14,2023-05-10 19:00:00.000 UTC,17804.596233406923,2.041609276e+09
2023-07-18 16:00:00.000 UTC,1901.59,2023-07-18 16:00:00.000 UTC,3865.4453184738422,1.603855676e+09
2023-05-18 06:00:00.000 UTC,1820.69,2023-05-18 06:00:00.000 UTC,3425.3007800352107,1.656528474e+09
2023-08-16 04:00:00.000 UTC,1829.46,2023-08-16 04:00:00.000 UTC,3219.394451987887,1.673363075e+09
2023-03-02 12:00:00.000 UTC,1648.34,2023-03-02 12:00:00.000 UTC,8793.518964448556,1.598398979e+09
2023-04-08 19:00:00.000 UTC,1858.19,2023-04-08 19:00:00.000 UTC,1898.4776179646628,1.556086278e+09
2023-01-27 09:00:00.000 UTC,1581.41,2023-01-27 09:00:00.000 UTC,4571.865071668685,1.054057781e+09
2023-01-07 13:00:00.000 UTC,1265.14,2023-01-07 13:00:00.000 UTC,2988.3564643678283,1.445164143e+09
2023-02-13 08:00:00.000 UTC,1524.33,2023-02-13 08:00:00.000 UTC,5328.9304385823225,1.094324543e+09
2023-05-06 02:00:00.000 UTC,1987.09,2023-05-06 02:00:00.000 UTC,3832.3139495757146,1.906697779e+09
2023-04-17 08:00:00.000 UTC,2096.81,2023-04-17 08:00:00.000 UTC,6217.11643676577,1.349854675e+09
2023-05-31 06:00:00.000 UTC,1867.92,2023-05-31 06:00:00.000 UTC,7238.772066147558,1.628216164e+09
2023-02-11 11:00:00.000 UTC,1520.85,2023-02-11 11:00:00.000 UTC,2993.951962008674,1.315611298e+09
2023-05-03 00:00:00.000 UTC,1872.08,2023-05-03 00:00:00.000 UTC,7833.293651960413,1.876966131e+09
2023-01-25 05:00:00.000 UTC,1550.66,2023-01-25 05:00:00.000 UTC,6253.9485559539,1.12576483e+09
2023-07-21 15:00:00.000 UTC,1895.43,2023-07-21 15:00:00.000 UTC,5269.020004959414,1.657369145e+09
2023-05-30 10:00:00.000 UTC,1916.72,2023-05-30 10:00:00.000 UTC,5036.348182959446,1.416521917e+09
2023-09-05 03:00:00.000 UTC,1620.78,2023-09-05 03:00:00.000 UTC,4567.706992719712,1.332169779e+09
2023-04-23 03:00:00.000 UTC,1870.4,2023-04-23 03:00:00.000 UTC,2204.4546392527823,1.611415309e+09
2023-02-21 13:00:00.000 UTC,1678.04,2023-02-21 13:00:00.000 UTC,2988.9601093302267,1.351232599e+09
2023-05-06 15:00:00.000 UTC,1888.63,2023-05-06 15:00:00.000 UTC,6756.218383401871,2.041112232e+09
2023-01-20 06:00:00.000 UTC,1549.56,2023-01-20 06:00:00.000 UTC,3905.3369622288224,1.166202283e+09
2023-07-16 15:00:00.000 UTC,1942.95,2023-07-16 15:00:00.000 UTC,2904.0444787406946,1.709755743e+09
2023-07-20 13:00:00.000 UTC,1922.71,2023-07-20 13:00:00.000 UTC,4780.014379162564,1.574950845e+09
2023-08-17 02:00:00.000 UTC,1801.15,2023-08-17 02:00:00.000 UTC,9386.880633823615,1.565742212e+09
2023-08-27 22:00:00.000 UTC,1655.48,2023-08-27 22:00:00.000 UTC,3278.945670845282,1.83421392e+09
2023-09-02 04:00:00.000 UTC,1633.07,2023-09-02 04:00:00.000 UTC,1655.4803742087313,1.32255814e+09
2023-01-16 15:00:00.000 UTC,1548.98,2023-01-16 15:00:00.000 UTC,5042.358499594084,1.481580379e+09
2023-07-20 00:00:00.000 UTC,1894.85,2023-07-20 00:00:00.000 UTC,6445.99658146191,1.660587292e+09
2023-09-06 11:00:00.000 UTC,1634.53,2023-09-06 11:00:00.000 UTC,2538.6978164385537,1.447519871e+09
2023-06-27 06:00:00.000 UTC,1868.85,2023-06-27 06:00:00.000 UTC,3120.2774304104078,1.441635651e+09
2023-04-05 17:00:00.000 UTC,1902.52,2023-04-05 17:00:00.000 UTC,4532.118385708582,1.604070499e+09
2023-08-04 03:00:00.000 UTC,1834.23,2023-08-04 03:00:00.000 UTC,2126.9201456890287,1.803878704e+09
2023-06-24 21:00:00.000 UTC,1881.31,2023-06-24 21:00:00.000 UTC,1506.2909838094597,1.295927196e+09
2023-04-12 07:00:00.000 UTC,1876.01,2023-04-12 07:00:00.000 UTC,8135.75650678688,1.388189613e+09
2023-03-05 16:00:00.000 UTC,1572.7,2023-03-05 16:00:00.000 UTC,2255.073925242208,1.94296391e+09
2023-03-24 13:00:00.000 UTC,1774.17,2023-03-24 13:00:00.000 UTC,6588.219697233251,1.616513872e+09
2023-01-10 06:00:00.000 UTC,1329.05,2023-01-10 06:00:00.000 UTC,3202.057044912012,1.234563312e+09
2023-08-28 18:00:00.000 UTC,1649.97,2023-08-28 18:00:00.000 UTC,2852.701508571661,1.808218198e+09
2023-07-07 01:00:00.000 UTC,1852.76,2023-07-07 01:00:00.000 UTC,8735.941714706434,1.552624085e+09
2023-02-25 19:00:00.000 UTC,1593.49,2023-02-25 19:00:00.000 UTC,2829.6661095523973,1.670718221e+09
2023-02-20 04:00:00.000 UTC,1689.3,2023-02-20 04:00:00.000 UTC,4233.25404263259,1.367466387e+09
2023-06-28 06:00:00.000 UTC,1869.81,2023-06-28 06:00:00.000 UTC,4485.890887836926,1.593104367e+09
2023-02-03 07:00:00.000 UTC,1646.75,2023-02-03 07:00:00.000 UTC,2408.2086341668783,1.469288908e+09
2023-08-20 06:00:00.000 UTC,1667.9,2023-08-20 06:00:00.000 UTC,3869.8801916916473,1.394689914e+09
2023-08-03 01:00:00.000 UTC,1843.37,2023-08-03 01:00:00.000 UTC,5038.8331070724635,1.679623491e+09
2023-07-29 12:00:00.000 UTC,1874.77,2023-07-29 12:00:00.000 UTC,1824.6209983391263,1.685637257e+09
2023-03-09 17:00:00.000 UTC,1531.41,2023-03-09 17:00:00.000 UTC,8518.302957201004,2.234452956e+09
2023-05-15 04:00:00.000 UTC,1828.83,2023-05-15 04:00:00.000 UTC,15684.88061900345,2.073016303e+09
2023-05-09 01:00:00.000 UTC,1855.81,2023-05-09 01:00:00.000 UTC,4101.136239924803,1.965760674e+09
2023-04-06 20:00:00.000 UTC,1878.53,2023-04-06 20:00:00.000 UTC,3333.9914658216167,1.380740998e+09
2023-02-27 22:00:00.000 UTC,1629.95,2023-02-27 22:00:00.000 UTC,2978.5434531661394,2.241758837e+09
2023-03-16 00:00:00.000 UTC,1659.58,2023-03-16 00:00:00.000 UTC,4736.902646280303,1.235082606e+09
2023-06-23 13:00:00.000 UTC,1877.57,2023-06-23 13:00:00.000 UTC,4482.020466368122,1.525646777e+09
2023-08-12 20:00:00.000 UTC,1850.39,2023-08-12 20:00:00.000 UTC,1463.1628243965363,1.654343682e+09
2023-06-12 01:00:00.000 UTC,1754.82,2023-06-12 01:00:00.000 UTC,2867.132983975951,1.600483418e+09
2023-06-12 23:00:00.000 UTC,1745.71,2023-06-12 23:00:00.000 UTC,10852.261602029837,1.444653842e+09
2023-05-11 08:00:00.000 UTC,1830.91,2023-05-11 08:00:00.000 UTC,5844.293236240512,1.78813024e+09
2023-06-07 23:00:00.000 UTC,1834.59,2023-06-07 23:00:00.000 UTC,12409.59272120147,1.3424412e+09
2023-07-08 10:00:00.000 UTC,1865.85,2023-07-08 10:00:00.000 UTC,2618.8307616880265,1.73980132e+09
2023-08-09 09:00:00.000 UTC,1861.39,2023-08-09 09:00:00.000 UTC,3090.853188578367,1.575335551e+09
2023-05-18 14:00:00.000 UTC,1824.88,2023-05-18 14:00:00.000 UTC,4394.2684690278165,1.801793322e+09
2023-06-06 15:00:00.000 UTC,1842.07,2023-06-06 15:00:00.000 UTC,25440.036147663224,1.590269489e+09
2023-01-01 12:00:00.000 UTC,1199.15,2023-01-01 12:00:00.000 UTC,2086.3581825080987,8.243278e+08
2023-06-06 10:00:00.000 UTC,1822,2023-06-06 10:00:00.000 UTC,7542.43977954003,1.41885129e+09
2023-06-18 13:00:00.000 UTC,1737.48,2023-06-18 13:00:00.000 UTC,1430.870947028526,1.814135808e+09
2023-07-23 11:00:00.000 UTC,1878.57,2023-07-23 11:00:00.000 UTC,3050.8697930630724,1.778615097e+09
2023-07-27 18:00:00.000 UTC,1865.47,2023-07-27 18:00:00.000 UTC,2290.341294394431,1.633480065e+09
2023-06-05 07:00:00.000 UTC,1875.2,2023-06-05 07:00:00.000 UTC,6853.0039224577995,1.489048343e+09
2023-06-26 17:00:00.000 UTC,1856.79,2023-06-26 17:00:00.000 UTC,8294.288212849091,1.542844418e+09
2023-05-20 16:00:00.000 UTC,1819.36,2023-05-20 16:00:00.000 UTC,2322.6334473581937,1.727542212e+09
2023-01-26 22:00:00.000 UTC,1607.76,2023-01-26 22:00:00.000 UTC,2456.731760117225,2.145746608e+09
2023-04-28 05:00:00.000 UTC,1918.91,2023-04-28 05:00:00.000 UTC,2162.6916851807546,1.421852182e+09
2023-02-19 16:00:00.000 UTC,1716.14,2023-02-19 16:00:00.000 UTC,8480.834754017498,1.290016912e+09
2023-06-01 08:00:00.000 UTC,1859.97,2023-06-01 08:00:00.000 UTC,3771.353745264693,1.491686424e+09
2023-07-30 14:00:00.000 UTC,1883.55,2023-07-30 14:00:00.000 UTC,2555.7253613877647,1.631037135e+09
2023-02-27 10:00:00.000 UTC,1638.55,2023-02-27 10:00:00.000 UTC,7422.8318839508365,1.28072424e+09
2023-01-02 18:00:00.000 UTC,1221.17,2023-01-02 18:00:00.000 UTC,1720.4581991546813,1.833484133e+09
2023-01-30 04:00:00.000 UTC,1642.36,2023-01-30 04:00:00.000 UTC,3313.0746011837177,1.221123695e+09
2023-03-20 00:00:00.000 UTC,1790.15,2023-03-20 00:00:00.000 UTC,5398.823314728884,1.459684915e+09
2023-06-04 10:00:00.000 UTC,1907.46,2023-06-04 10:00:00.000 UTC,2108.3641360177103,1.578281422e+09
2023-07-19 18:00:00.000 UTC,1913.58,2023-07-19 18:00:00.000 UTC,3046.264305925541,1.568081475e+09
2023-02-21 19:00:00.000 UTC,1679.69,2023-02-21 19:00:00.000 UTC,6980.618923139973,1.554989531e+09
2023-03-18 10:00:00.000 UTC,1818.69,2023-03-18 10:00:00.000 UTC,4359.714119855612,1.311275638e+09
2023-08-20 09:00:00.000 UTC,1671.39,2023-08-20 09:00:00.000 UTC,2592.9640307486393,1.622960888e+09
2023-06-21 16:00:00.000 UTC,1890.16,2023-06-21 16:00:00.000 UTC,11443.784873170216,1.345311264e+09
2023-05-23 21:00:00.000 UTC,1856.1,2023-05-23 21:00:00.000 UTC,3562.623609066689,1.914701989e+09
2023-01-16 02:00:00.000 UTC,1574.62,2023-01-16 02:00:00.000 UTC,3485.3227000440143,1.393505926e+09
2023-08-03 14:00:00.000 UTC,1843.41,2023-08-03 14:00:00.000 UTC,2226.3979030055825,1.566574884e+09
2023-08-07 12:00:00.000 UTC,1836.66,2023-08-07 12:00:00.000 UTC,4791.104157484527,1.486518024e+09
2023-07-21 04:00:00.000 UTC,1898.11,2023-07-21 04:00:00.000 UTC,3878.569337473716,1.595541411e+09
2023-03-24 04:00:00.000 UTC,1814.99,2023-03-24 04:00:00.000 UTC,3814.7191169855914,1.588038188e+09
2023-03-02 14:00:00.000 UTC,1634.52,2023-03-02 14:00:00.000 UTC,4749.738208389334,1.410275212e+09
2023-03-02 02:00:00.000 UTC,1653.07,2023-03-02 02:00:00.000 UTC,3738.20804238808,1.356027873e+09
2023-07-08 15:00:00.000 UTC,1863.82,2023-07-08 15:00:00.000 UTC,3099.1835606409377,1.781551614e+09
2023-02-20 23:00:00.000 UTC,1704.07,2023-02-20 23:00:00.000 UTC,2700.955913361287,1.439705327e+09
2023-02-02 12:00:00.000 UTC,1674.14,2023-02-02 12:00:00.000 UTC,2775.3244065341187,1.502338778e+09
2023-03-30 16:00:00.000 UTC,1791.42,2023-03-30 16:00:00.000 UTC,5150.367643679451,1.681759279e+09
2023-02-19 13:00:00.000 UTC,1697.93,2023-02-19 13:00:00.000 UTC,2589.1758797642347,1.224405095e+09
2023-07-27 09:00:00.000 UTC,1885.42,2023-07-27 09:00:00.000 UTC,3690.523577690624,1.569703467e+09
2023-04-14 10:00:00.000 UTC,2117.57,2023-04-14 10:00:00.000 UTC,6559.2415683355175,1.244180163e+09
2023-02-15 18:00:00.000 UTC,1597.59,2023-02-15 18:00:00.000 UTC,3018.9391132672154,1.708837066e+09
2023-05-12 12:00:00.000 UTC,1776.1,2023-05-12 12:00:00.000 UTC,5590.384286439801,1.632575913e+09
2023-05-04 18:00:00.000 UTC,1885.77,2023-05-04 18:00:00.000 UTC,3221.751994860125,1.91723913e+09
2023-03-26 01:00:00.000 UTC,1753.69,2023-03-26 01:00:00.000 UTC,1473.7886999167447,1.716651208e+09
2023-08-08 07:00:00.000 UTC,1833.38,2023-08-08 07:00:00.000 UTC,4332.621148764849,1.487190063e+09
2023-04-30 08:00:00.000 UTC,1909.77,2023-04-30 08:00:00.000 UTC,2136.136107639718,1.524678102e+09
2023-06-05 18:00:00.000 UTC,1817.53,2023-06-05 18:00:00.000 UTC,6288.810914330664,1.573879134e+09
2023-04-15 18:00:00.000 UTC,2100.08,2023-04-15 18:00:00.000 UTC,2058.28447971927,1.561667604e+09
2023-05-30 04:00:00.000 UTC,1903.98,2023-05-30 04:00:00.000 UTC,1883.8961445576758,1.189066431e+09
2023-01-18 16:00:00.000 UTC,1564.96,2023-01-18 16:00:00.000 UTC,22088.96576669282,1.349613053e+09
2023-07-02 18:00:00.000 UTC,1912.19,2023-07-02 18:00:00.000 UTC,2331.095610701722,1.727300047e+09
2023-06-16 04:00:00.000 UTC,1672.23,2023-06-16 04:00:00.000 UTC,2635.508317452518,1.550438005e+09
